Job_ID,Job_Role,Job_Company,Job_Description,URL,Date,Remote
wsiqiTN-nkMRZyHyAAAAAA==,Data Engineer,AgileEngine,"What you will do • Build data pipelines using NiFi (ETL flows) to connect different sources of data together; • Build data reports and optimize SQL queries; • Produce high-quality code; • Identify performance bottlenecks; • Communicate with Engineering & Product management; • Align with existing development teams.  Must haves • 3+ years of experience in software development; • BS in Computer Science or equivalent practical experience; • Strong analytical SQL knowledge; • Practical experience building Data Warehouse(s) with Snowflake or other DW-oriented databases (Google BigQuery, Redshift, etc.); • Practical experience building ETL/ELT data pipelines from scratch or using existing tools like Apache NiFi; • Practical experience with Python; • Amazon RDS experience; • Working knowledge of Docker.  The benefits of joining us • Professional growth  Accelerate your professional journey with mentorship, TechTalks, and personalized growth roadmaps. • Competitive compensation  We match your ever-growing skills, talent, and contributions with competitive USD-based compensation and budgets for education, fitness, and team activities. • A selection of exciting projects  Join projects with modern solutions development and top-tier clients that include Fortune 500 enterprises and leading product brands. • Flextime  Tailor your schedule for an optimal work-life balance, by having the options of working from home and going to the office – whatever makes you the happiest and most productive",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=wsiqiTN-nkMRZyHyAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,Qualquer lugar
neMrImGoEr8bpMvIAAAAAA==,Data Engineer,Integrity Recruitment Group,"Large multinational in the industry sector, with investments in innovation and technology.  WORKPLACE:  Lisbon, Portugal  RESPONSIBILITIES: • Develop and maintain data pipeline architecture; • Collect and organize large, complex data sets that fulfill functional and non-functional business requirements; • Construct the necessary infrastructure for efficient extraction, transformation, and loading of data from various sources using SQL and AWS big data Technologies; • Create analytical solutions that leverage the data pipeline to provide actionable insights on key company performance metrics like customer acquisition and operational efficiency.  WE REQUIRE A PROFESSIONAL IN: • A bachelor's degree in a relevant field or equivalent job expertise; • Experience in building and optimizing big data pipelines, architectures, and datasets; • Proficiency in developing processes that support data transformation, data structures, metadata, dependency, and workload management; • Programming skills in functional programming and object-oriented script languages such as Scala, Python, and Java; • Familiarity with big data tools and distributed clusters like Hadoop, Spark, PySpark, Kafka, and Kinesis; • Knowledge of data pipeline and workflow management tools like Azkaban, Luigi, Airflow, Athena, and Glue Workflow; • Excellent communication skills in English for effective stakeholder interaction.  WE EXPECTED THE FOLLOWING FROM YOU: • Familiarity with agile methodologies; • Active participation in Technology communities (talks, meetups, events, tech talks, blogs) is a differential, as a way to disseminate knowledge; • Fact-based and data-driven communication; • Problem-solving pragmatism; • Profile for collaboration to assist the team in developing solutions; • Constructive outrage; • Fluent English.  BENEFITS AND ADVANTAGES: • Remote work - First 3/4 months before moving to Lisbon - Portugal, that is, you'll be paid in Euro while you are here in Brazil before moving; • Moving allowance - Up to 3.000 Euros; • Housing Aid - First 2 months all expenses paid; • Tech Visa - The company will take care of all the costs and legal procedures; • Food - 8,32 Euros/day by working days; • Health insurance; • Life insurance; • A pension fund with contributions; • Broad benefits platform; • Flexible working hours; • User-friendly remote model adapted to the needs and preferences of each team; • Continuous learning with access to Udemy and language courses; • Home Office setup to build the home office of your dreams; • Apple Macbook and iPhone with voice and data plans",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=neMrImGoEr8bpMvIAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
2GR_yx3P13vt_XnlAAAAAA==,Data Engineer,Boston Consulting Group,"Who We Are  Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.  Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.  BCG X  BCG X is the tech build & design unit of BCG Turbocharging BCG's deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technologists, scientists, programmers, engineers, and human-centered designers located across 80+ cities, BCG X builds and designs platforms and software to address the world's most important challenges and opportunities. Teaming across our practices, and in close collaboration with our clients, our end-to-end global team unlocks new possibilities. Together we're creating the bold and disruptive products, services, and businesses of tomorrow.  Practice Area Profile  What You'll Do  As a part of BCG’s X Delivery team, you will work closely with consulting teams on a diverse range of advanced topics. You will have the opportunity to leverage software development methodologies to deliver value to BCG's Consulting & BCG X (case) teams, BCG X Product teams and Practice Areas (domain) through providing software developer subject matter expertise, and accelerated execution support.  You will collaborate with teams to gather requirements, specify, design, develop, deliver and support software solutions serving client needs. You will provide technical support through deep understanding of relevant tools and processes to build high quality and efficient technology solutions. Assignments will range from short term Proof of Concepts/Minimum Viable Products to long term cases with enterprise grade software development as a critical enabler through the project level description of the role responsibilities and impact within the organization.  What You'll Bring (Experience & Qualifications)  Technical Skills:  Must have strong experience: • Unix-based command line & development tools • Version control (e.g. Git) • Python • Charting libraries (HighCharts, D3.js, Recharts, Plotly, Altair) • Cloud computing platforms (AWS, Azure, Google Cloud, etc.) • Containerization (Docker, Kubernetes, etc.) • Relational databases (PostgreSQL, MariaDB, MySQL, etc.) • NoSQL databases (MongoDB, Neo4j, Redis, etc) • Spark or other distributed big data systems (Hadoop, Pig, Hive, etc.) • Stream-processing frameworks (e.g. Kafka) • Data pipeline orchestration tools (Airflow, Prefect, Dagster, etc.)  Nice to have: • C, C++, C# • Java, Scala • Julia, Go, Rust • JavaScript + HTML5 + CC3 (FRONTEND) • React or other modern JS framework (Angular 2+, Vue, etc.) (FRONTEND) • Flask, FastAPI, Django or NodeJS (BACKEND) • TypeScript • CI/CD tools (CircleCI, Jenkins, Github Actions, etc.) • Infrastructure as code (Terraform, Chef, Puppet, Ansible, etc.) • Deployment (Helm charts, Octopus Deploy, etc.) • Monitoring tools (Datadog, New Relic, App Dynamics, etc.) • Security tools (sonarqube, Veracode) • Unit testing frameworks (Pytest, Mocha, Jest, etc.) • Automated UI testing tools (Selenium, Cypress, Playwright, etc.) • Postman or other API testing tool  Job Requirement: • Bachelor's / Master's degree in computer science, engineering/technology or equivalent • Excellent oral and written communication skills in Portuguese and English  Work Experience: • Relevant domain of Data Engineering across industries and work experience providing analytics solutions in a commercial setting • Consulting experience will be considered a plus  Functional Skills: • Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities • Implementing ETL process(s) across on-premise and cloud architectures • Monitoring performance and advising any necessary infrastructure changes • Working with case (and proposal) teams: • Defining and explaining expected analytics outcome; defining approach selection • Delivering original analysis and insights to case teams, typically owning all or part of an analytics module and integrating with case teams • Establishing credibility by thought partnering with case teams on analytics topics; drawing conclusions on a range of external and internal issues related to their module • Communicating analytical insights through sophisticated synthesis and packaging of results (including PPT slides and charts) with consultants. • Collects, synthesizes, analyses case team learning & inputs into new best practices and methodologies. • Assuring proper sign‐off before uploading materials into internal repository for reference; sanitizing confidential client content in marketing documents • Able to build and sustain relationships with business stakeholders to generate project work by self-leveraging regular connects  Team requirements: • Guides juniors on analytical methodologies and platforms, and helps in quality checks • Contributes to team’s content & IP development • Imparts technical trainings to team members and consulting cohort • Communicating with confidence and ease: • You will be a clear and confident communicator, able to deliver messages in a concise manner with strong and effective written and verbal communication.  Thinking Analytically: • You should be strong in analytical solutioning with hands on experience in advanced analytics delivery, through the entire life cycle of analytics. Strong analytics skills with the ability to develop and codify knowledge and provide analytical advice where required.  Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative solutions that help our clients tackle their most pressing issues. We design algorithms and build complex models out of large amounts of data.  Please apply for the positions equivalent to your previous work experiences. The seniority will be evaluated according to your experience and career structure at BCG X during the process  Locations • São Paulo and Sourroundings • Rio de Janeiro and Sorroundings • Salvador • Goiânia • Belo Horizonte • Curitiba • Florianópolis • Porto Alegre  #LI-VC1 #LI-HYBRID",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=2GR_yx3P13vt_XnlAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
5tgj_WhOCkPmf7NgAAAAAA==,Data Engineer,Amazing Devs,"Data Engineer - Unit Test International job opportunity!! 100% Home Office  $5.500 como PJ (dólar a R$4,60) Direct contracting with the client ❗❗ Required  5+ Years of Experience  English - Advanced Must-have Skills: Data QA will focus primarily on Unit Testing Spark Apps/EMR & data engineering. Functional testing as well since we are building a UI and E2E product. Frameworks/Platforms: Spark Apps/EMR AWS Data Analytics Pytest TechStack: Python Spark Java Nice to have Experience in Media & Entertainment - Ad Technology space dealing with currency and measurement of TV advertising campaigns (e.g. impressions), not that it is required but it gives us an advantage over other partners if we have anyone familiar with this space. Dashbords AI/ML Description  Your Day-to-Day As a Data QA Engineer, you will advocate for the use of cutting-edge technology to build intelligent and scalable products. You will act as a technology partner for our clients from inception to completion while architecting reusable front-end systems. By understanding their needs and translating requirements into world-class design, you will be responsible for delivering high-quality applications. Partner with multidisciplinary teams located across the world (Technical Writing, User Experience, Product Management, and Project Management) to solve challenging problems. As a relationship builder with direct communication with stakeholders, you will also drive internal initiatives and objectives. You will work on projects that will allow you to develop your skills and gain exposure to multinational brands. We promote fun and continuous learning and we are proud of working with the brightest minds in the industry",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=5tgj_WhOCkPmf7NgAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
ebfKSKFUTyA676Z8AAAAAA==,Data Engineer,AgileEngine,"What you will doBuild data pipelines using NiFi (ETL flows) to connect different sources of data together;Build data reports and optimize SQL queries;Produce high-quality code;Identify performance bottlenecks;Communicate with Engineering & Product management;Align with existing development teams.Must haves 3+ years of experience in software development;BS in Computer Science or equivalent practical experience;Strong analytical SQL knowledge;Practical experience building Data Warehouse(s) with Snowflake or other DW-oriented databases (Google BigQuery, Redshift, etc.);Practical experience building ETL/ELT data pipelines from scratch or using existing tools like Apache NiFi;Practical experience with Python;Amazon RDS experience;Working knowledge of Docker.The benefits of joining usProfessional growthAccelerate your professional journey with mentorship, TechTalks, and personalized growth roadmaps.Competitive compensationWe match your ever-growing skills, talent, and contributions with competitive USD-based compensation and budgets for education, fitness, and team activities.A selection of exciting projectsJoin projects with modern solutions development and top-tier clients that include Fortune 500 enterprises and leading product brands.FlextimeTailor your schedule for an optimal work-life balance, by having the options of working from home and going to the office – whatever makes you the happiest and most productive",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=ebfKSKFUTyA676Z8AAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
uYIFOrvuCMpyMj9OAAAAAA==,Data Engineer,BAIRESDEV,"Who we are  BairesDev is proud to be the fastest-growing company in America. With people on five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects. We are looking for a Data Engineer to join our Development team and participate in different projects made up of multicultural teams distributed worldwide.  What You Will Do:  - Interview other Data Scientists and Data engineers to vet their technical abilities. - Input data from those interviews into the product and help develop a predictive, fair, and enjoyable solution. - Work together with developers, tech leads, and solution architects to build applications. - Improve existing structures by adding new functionalities or proposing technological updates so that as a result, the impact of your contribution is significant in the core of each business. - Improve the user experience on scalable and high-availability platforms, contributing to the key differential of each business. Here's what we're looking for:  - 5+ years of experience working as a developer. - 3+ years of experience working as a Data Scientist / Data Engineer. - Proficient with analysis, troubleshooting, and problem-solving. - Hands-on experience with managing data loads and data quality. - Advanced English level. How we do make your work (and your life) easier:  - 100% remote work. - Hardware setup for you to work from home. - Flexible hours - make your schedule. - Paid parental leave, vacation & holidays. - Diverse and multicultural work environment. - An innovative environment with the structure and resources of a leading multinational. - Excellent compensation ? well above the market average. - Here, you can grow at the speed of your learning curve. Our people work remotely with a consistent and robust culture promoting diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.  Every BairesDev team member brings something unique to our company.  We want to hear your story. Apply now",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=uYIFOrvuCMpyMj9OAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Bernardo do Campo, SP (+35)"
4IYNFOfMhUMNDhJYAAAAAA==,Data Engineer,Mastercard,"Job Title:  Senior Data Engineer  Overview:  Job Description Summary Integration Engineer  Text The Delivery Team is looking for an Integration Engineer to drive our customer experience strategy forward by consistently innovating and problem-solving. Are you the kind of person that sees a need for help and raises their hand? Can you confidently help enterprise clients leverage the power of our customer engagement platform as they look to build deeper relationships with their consumers? Are you solution oriented, process driven, a fast learner, with strong communication skills and passionate about technology? If the answer is a resounding yes to those questions, then you will probably be a great fit!  Responsibilities:  Integration and Communication:  Collaborate with cross-functional teams to understand integration requirements and design effective solutions.  Develop and maintain communication protocols between different software systems, ensuring data consistency and accuracy.  Implement and configure APIs, web services, and other integration mechanisms to enable seamless data flow between systems.  Troubleshoot and resolve integration issues, working closely with developers and stakeholders to ensure timely resolution.  Conduct thorough testing and validation of integrated systems to ensure functionality, reliability, and performance.  Technical Expertise:  Gain a deep understanding of various software systems, their architecture, and underlying technologies.  Develop and maintain technical documentation, including integration specifications, system diagrams, and process flows.  Assist in the evaluation and selection of integration tools and technologies to optimize system performance.  Stay up-to-date with industry trends and best practices in integration engineering and software development.  Software Development:  Collaborate with software developers to understand system requirements and provide integration expertise during the development process.  Develop custom integration solutions using programming languages, scripting, and other development tools.  Conduct code reviews and provide constructive feedback to ensure code quality, adherence to standards, and maintainability.  Participate in the design and implementation of automated testing frameworks and continuous integration/continuous deployment (CI/CD) processes.  Qualifications:  Bachelor's degree in Computer Science, Software Engineering, or a related field.  Strong communication skills, with the ability to articulate technical concepts to both technical and non-technical stakeholders.  Solid understanding of software development principles, including object-oriented programming, data structures, and algorithms.  Proficiency in at least one programming language, such as Java, Python, C#, or JavaScript.  Familiarity with web services, APIs, and integration technologies (e.g., REST, SOAP, JSON, XML).  Knowledge of database systems and SQL.  Knowledge of software testing and debugging techniques.  Strong problem-solving skills and the ability to work independently as well as part of a team.  Adaptability and a willingness to learn new technologies and tools. Collapse  Responsibilities:  Integration and Communication:  Collaborate with cross-functional teams to understand integration requirements and design effective solutions.  Develop and maintain communication protocols between different software systems, ensuring data consistency and accuracy.  Implement and configure APIs, web services, and other integration mechanisms to enable seamless data flow between systems.  Troubleshoot and resolve integration issues, working closely with developers and stakeholders to ensure timely resolution.  Conduct thorough testing and validation of integrated systems to ensure functionality, reliability, and performance.  Technical Expertise:  Gain a deep understanding of various software systems, their architecture, and underlying technologies.  Develop and maintain technical documentation, including integration specifications, system diagrams, and process flows.  Assist in the evaluation and selection of integration tools and technologies to optimize system performance.  Stay up-to-date with industry trends and best practices in integration engineering and software development.  Software Development:  Collaborate with software developers to understand system requirements and provide integration expertise during the development process.  Develop custom integration solutions using programming languages, scripting, and other development tools.  Conduct code reviews and provide constructive feedback to ensure code quality, adherence to standards, and maintainability.  Participate in the design and implementation of automated testing frameworks and continuous integration/continuous deployment (CI/CD) processes.  Qualifications:  Bachelor's degree in computer science, Software Engineering, or a related field.  Strong communication skills, with the ability to articulate technical concepts to both technical and non-technical stakeholders.  Solid understanding of software development principles, including object-oriented programming, data structures, and algorithms.  Proficiency in at least one programming language, such as Python, Java, C#, or JavaScript.  Familiarity with web services, APIs, and integration technologies (e.g., REST, SOAP, JSON, XML).  Knowledge of database systems and SQL.  Knowledge of software testing and debugging techniques.  Strong problem-solving skills and the ability to work independently as well as part of a team.  Adaptability and a willingness to learn new technologies and tools",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=4IYNFOfMhUMNDhJYAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
r7rbKu10sbAHW2_RAAAAAA==,Data Engineer,Netvagas,Conhecimento em Python.Conhecimento em SQL (tuning de queries e análise de dados).Experiência com Power BI.Experiência com GitHub.Experiência com tecnologias AWS Redshift e AWS S3.Experiência com ambientes de alta criticidade e alta volumetria.Experiência com modelagem dimensional de dados.Experiênc...,https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=r7rbKu10sbAHW2_RAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
zjQnU2oh_3HEtM4eAAAAAA==,Data Engineer,Confidencial,"A Verity está buscando novos talentos!  Somos uma aceleradora de soluções digitais e buscamos Desenvolvedor para fazer parte dessa jornada.  O lha só quais são as experiência s e conhecimento s que você precisa ter para acelerar e transformar com a gente: Principais atribuições:  - Desenvolvimento e criação de pipelines de dados; - Construção de integrações de dados com ferramenta ETL; - Manutenção e evolução de modelo de dados; - Desenho de projetos de dados e BI; Stack de conhecimento:  - Plataforma Microsoft SQL Server (SSIS, SSRS, SSAS); - SQL-Query, Procedures/Functions; - Power BI.  Aqui nós somos humanos, somos digitais, somos Verity  Tudo o que fazemos se baseia em nossos 8 POWER PRINCIPLES:  - Ama r tecnologia; - Assum i r grandes responsabilidades; - Cultiva r relações de confiança por meio da transparência; - Dar atenção e ser orientado pela necessidade e experiência do cliente; - Encara r desafios de forma ágil; - Colabora r entre pessoas eequipes; - Encoraja r a autonomia consciente; - Atingi r resultados de forma consciente. • É assim que criamos experiências inovadoras para o mundo digital, inspirando protagonismo e gerando resultados incríveis aos nossos clientes, sempre focados em metodologia, tecnologia e pessoas.  Fomos certificados como uma das melhores empresas para se trabalhar pelo Great Place To Work, e a cada dia criamos ações que melhoram ainda mais o ambiente de trabalho, aqui na Verity você tem:  - V ale refeição - Vale alimentação - A uxílio home office - A ssistência médic a - Assistência odontológica - S eguro de vida - P arcerias de desconto s - C onvênios em estabelecimentos e instituições de ensino - T reinamentos de agilidade recorrentes - Licenças Alura - Verity Coffee - # Verity C om Você - Verity Game Room  E aí, t opa criar experiências inovadoras para o mundo digital",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=zjQnU2oh_3HEtM4eAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
Gx1zkID66dlhwr3hAAAAAA==,Data Engineer,PagBank,"Descrição da Vaga  Nascemos para democratizar os serviços bancários e de pagamentos!  Pioneirismo, tecnologia, inovação e resultados sustentáveis são constantes da nossa trajetória. Lançamos a primeira maquininha de cartão sem aluguel do Brasil e ao longo dos anos seguimos evoluindo para ampliar nosso ecossistema de soluções financeiras.  Somos o 2º maior banco digital do país e a fintech mais rentável do segmento, resultado do trabalho de um time formado por pessoas talentosas e criativas, que atuam com dedicação, paixão e vontade de fazer acontecer.  Se você ama tecnologia, curte um bom desafio e acredita no poder da colaboração para fazer grandes entregas, o Pags é pra você! Então, confira essa oportunidade e vem pintar o Brasil de amarelo com a gente💛!  No PagBank todas as pessoas são bem-vindas 😊, sem distinção de gênero, orientação sexual, etnia, cultura, religião, deficiência etc. O importante é você gostar de desafios, trabalhar bem em equipe, vivenciar nossa cultura e nossa missão de transformar e democratizar os serviços bancários e de pagamentos no Brasil.  #VemProPags  Responsibilities and assignments • Desenvolver e fazer a manutenção em API utilizando Python. • Desenvolver soluções com grandes volumes de dados. • Ajudar na expansão da plataforma analítica, com foco em self-service analytics e ferramental Big Data. • Fazer o levantamento de requisitos em conjunto com as áreas do negócio. • Criar modelos de dados analíticos e indicadores. • Fazer o desenvolvimento de ETL. • Garantir políticas de segurança para acesso aos dados. • Ter conhecimento de modelos/regras de negócio para garantir a governança da informação. • Garantir o tratamento e preparação dos dados. • Fomentar a utilização de técnicas de automação para criação, configuração e monitoramento dos ambientes analíticos. • Acompanhar e administrar SLAs de entrega de dados e análises para usuários. • Analisar e corrigir eventuais problemas na execução de cargas de dados.  Requirements And Qualifications • Conhecimento em Python. • Conhecimento em SQL (tuning de queries e análise de dados). • Experiência com Power BI. • Experiência com GitHub. • Experiência com tecnologias AWS Redshift e AWS S3. • Experiência com ambientes de alta criticidade e alta volumetria. • Experiência com modelagem dimensional de dados. • Experiência com levantamento de requisitos. • Conhecimento em arquitetura Big Data. • Conhecimento em construção e otimização de ETL. • Conhecimento em metodologia ágil.  DESEJÁVEL • Conhecimento em tecnologias AWS Athena, AWS KMS, Jenkins e Apache Airflow. • Conhecimento em pipelines batch e near real time. • Conhecimento em KPI’s, reporting e dashsboards. • Conhecimento em terraform. • Conhecimento em glue.  SOBRE NÓS  Nascemos em 2006 para revolucionar o mercado de meios de pagamento e democratizar o acesso aos serviços financeiros.  Foi com a gente que os consumidores passaram a comprar e vender – dentro e fora da internet – de forma rápida, simples e segura. Fizemos história lançando a 1ª maquininha de cartão sem aluguel, possibilitando as pessoas venderem mais e em qualquer lugar 💳.  Em 2019 expandimos e criamos o nosso banco digital, reforçando a nossa crença no potencial transformador da tecnologia.  Hoje somos um dos maiores bancos digitais do país e uma das fintechs mais rentáveis do segmento, resultado do trabalho de um time de mais de 7 mil profissionais.  Aqui no Pags, a pesquisa e a inovação fazem parte do nosso DNA. Compartilhamos experiências com profissionais talentosos e criativos em um ambiente colaborativo, onde o aprendizado é garantido.  Quer fazer parte dessa história? Confira nossas vagas e #VemProPags, o banco completo",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=Gx1zkID66dlhwr3hAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
10abq7D-8tiFw0fTAAAAAA==,Data Analyst,Peroptyx,"For thousands of years, maps have provided humans with the knowledge they need to make decisions. As a Maps Evaluator, you will have the opportunity to provide ground truth for your town, city or country.  At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications. Your research capabilities will validate and ensure that the navigation of certain routes are accurate and safe.  As part of this role you will verify that business names and opening hours are correct. You will check that the distance from a starting point to an end destination is listed accurately resulting in better user experiences.  With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine.  So, whether you are a student looking to earn as you learn, a retiree looking for a new challenge a part-time/full time professional or a work from home parent, Peroptyx has the right role for you!  Ideal Candidate • Fluent in English • Excellent research skills. • Excellent local knowledge of your home country. • Good understanding and general knowledge of the geography and culture of Saudi Arabia. • Analytical mindset.  Job Requirements • Must be living in Brazil for a minimum of 5 consecutive years. • Must pass an online open-book exam that can verify your full understanding of the material and concepts. • Must be willing to work a minimum of 10 hours and up to 20 hours per week depending on task availability. • Good working knowledge of search engines, map applications and familiarity with social media platforms. • Strong ability to learn, understand and apply multiple sets of different instructions. • All work must be of an independent nature.  Benefits  · Work up to 20 hours per week.  · Earn a competitive rate of pay.  · Develop your research skills.  · Avoid the long commute.  · Work from the comfort of your home office.  · Enjoy the flexibility of setting your own working hours!  Apply Online Today",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=10abq7D-8tiFw0fTAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,Qualquer lugar
G1NmZgxoySnJkokwAAAAAA==,Data Analyst,Turing,"Job description  An innovative e-commerce company providing customers with easy access to organic food products is looking for a Data Analyst. The selected candidate will be responsible for enhancing the data completeness, validity, and consistency across the platform. Customers can save money on brands and gain access to healthy choices that are tailored to their diet and lifestyle through the company’s platform. The company has managed to raise more than $200 mn in funding so far. This role requires 5-6+ hours of overlap with the PST time zone. Job Responsibilities:  Analyze and improve the scalability, reliability, and efficiency of the system's data collection, storage, and retrieval procedures  Improve observability and supervision of production processes  Exhibit excellent coding and possess knowledge of software engineering best practices  Collaborate with IT team, software providers, and business owners to design data architecture",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=G1NmZgxoySnJkokwAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
YElTYCCmZHlHcYzBAAAAAA==,Data Analyst,BrandBastion,"This is a remote position across the European time zones (you must be able to work at least part of the day in European business hours)  Do you love following the latest trends on social media? Are you good at identifying insightful trends in data using python? Then you may be our new Data Analyst!  BrandBastion transforms the way brands deal with social engagement. Our proprietary technology automates the management of millions of social interactions every day, while maintaining the personal quality of one-on-one conversations. Our solutions provide global marketers and clients with powerful metrics to optimize their internal strategies. Follow the Solutions tab at Brandbastion website to see what we do for our clients such as Netflix, Uber, NARS and more.  The Analytics team at BrandBastion works both with our clients to provide them the best insights on our service as well as with other teams internally to leverage on the power of data so that BrandBastion delivers a better result as a whole.  The team is responsible for: • Discovering and sharing insights with our clients via our Customer Success team • Generating recurrent deliverables and reporting • Developing Analytics within BrandBastion • Enhancing automation  Tasks • Migrating AdHoc tasks and analysis to an automated environment using Python • Build data insights / exploratory analysis / data mining with client specific social media data, to help and drive action on their SM activity • Create client facing materials to share with BrandBastion?s clients about their Social Media activities • Working on reforming the way the company provides ad-hoc analytics and insights to clients • Carry out qualitative and quantitative research of social media trends (e.g, using platforms? APIs) • Collaborating with other BrandBastion teams such as Customer Success, Growth, Development • Understanding the Business context in a technical problem (and vice-versa) • Working with our colleagues on developing the company analytics framework and insights, and research and develop new data analysis solutions  Requirements • Experience in Python (2+ years) • Experience with data analysis (e.g, aggregations) and its tools (e.g, Pandas) and architecture (Data acquisition- > ETL- > Analysis) • Professional oral and written English and good communications skills • Exposure to software development practices and industrialization of data solutions • Understand NLP constraints and nuances when working with social media data • Basic knowledge of applied statistics  Nice to have  Previous exposure to Google SUITE and/or AWS is a plus • Experience interacting with SQL or NoSQL databases is a plus • Experience working with NLP and ML packages and algorithms is a plus • Knowledge of social media marketing on key platforms is a plus  Benefits • Fixed monthly compensation • 4 weeks paid annual vacation • Flexible remote working conditions • Work with some of the world's most exciting brands",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=YElTYCCmZHlHcYzBAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
6tl7nurMaz558kUDAAAAAA==,Data Analyst,HR Soul,"**Descrição**: Data Analysts Senior-Level (2 vacancies) - Home Office  Solid experience in Supply Chain and Logistics/Price Reference Data Management, Data Governance, Data Quality Assessment, and Data Stewardship; Experience with SAP, Veson IMOS (VIP), Logistics Planning and Monitoring Technologies - Collibra, Erwin, and Informatica; Essential Intermediary English and Spanish skills; Desirable experience in the Agro-Industry and Commercial Risk Management; Home Office. • *Skills**:  - Data Analyst • *Cargo**:  - Analista  Informações da oportunidade São Paulo, São Paulo, Brasil Localização 08/08/2022 Oportunidade listada em",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=6tl7nurMaz558kUDAAAAAA%3D%3D&fpstate=tldetail,2023-11-02,"São Paulo, SP"
