Job_ID,Job_Role,Job_Company,Job_Description,URL,Date,Remote,Tools,Years_of_Experience
8XwPlxvLn8CrAKZDAAAAAA==,Machine Learning Engineer,Confidencial,"Descripcin del puesto:  Sobre o (COMPANY NAME) O (COMPANY NAME) foi fundado em 2013 para libertar as pessoas de um sistema financeiro burocrtico, lento e ineficiente. Desde ento, por meio de tecnologia inovadora e excelente atendimento ao cliente, a empresa vem redefinindo as relaes das pessoas com o dinheiro em toda a Amrica Latina. Com operaes no Brasil, Mxico e Colmbia, o (COMPANY NAME) hoje uma das maiores plataformas de banco digital e empresas lderes em tecnologia do mundo. Hoje, o (COMPANY NAME) uma empresa Confidencial, com escritrios em So Paulo (Brasil), Cidade do Mxico (Mxico), Buenos Aires (Argentina), Bogot (Colmbia), Durham (Estados Unidos) e Berlim (Alemanha). Foi fundada em 2013 em So Paulo, pelo colombiano David Vlez, e cofundada pela brasileira Cristina Junqueira e pelo americano Edward Wible. Para mais informaes, visite wxx.xxxxxx.xxx.xx. Sobre o time Nosso objetivo possibilitar que nossos clientes assumam o controle de suas vidas financeiras. A equipe de Data Science e Machine Learning desenvolve modelos e potencializa sua expertise para oferecer a melhor experincia e produtos, utilizando estatstica, Inteligncia Artificial e muita criatividade para prever o comportamento de nossos clientes. No hesitamos em usar os mais recentes algoritmos, tcnicas e tecnologias de aprendizado de mquina. Usamos uma tecnologia de banco de dados que praticamente elimina fontes potenciais de vazamento, o que significa que voc pode gastar menos tempo se preocupando com a qualidade dos dados e mais tempo construindo os modelos mais sofisticados do setor de servios financeiros. Temos conjuntos de dados que so ricos, com texto em linguagem natural, imagens, grficos e muito mais, bem como fontes mais tradicionais de dados financeiros. Trabalhando com engenharia de Machine Learning no (COMPANY NAME), sua meta ser construir sistemas que incorporem ML e IA para resolver problemas complexos, usando tecnologias de ponta e trabalhando em colaborao prxima com Cientistas de Dados. Sobre a posio Nesta posio de especialista em Inteligncia Artificial, voc liderar os esforos para construir uma plataforma de IA de ltima gerao no (COMPANY NAME), com oobjetivo de fornecer a melhor experincia para nossos clientes. Essa plataforma apoiar novos produtos baseados em IA e melhorar os existentes. Do lado tcnico, voc poder usar uma combinao de deep learning, information retrieval, sistemas de recomendao e outras tcnicas de IA para liderar o design e o desenvolvimento de aplicativos. Voc poder liderar e orientar técnicamente uma equipe de cientistas de dados e pessoas engenheiras de machine learning, e poder usar sua experincia para orientar todo o projeto em direo ao sucesso. O que estamos procurando:  Expertise em sistemas de deep learning, especialmente modelos sequenciais, NLP e embeddings. Slida experincia em engenharia e arquitetura de software, especialmente em domnios de dados pesados. Domnio de MLOps e do ciclo de desenvolvimento de ML, da pesquisa produo. Experincia em liderana tcnica de pessoas engenheiras de machine learning e cientistas de dados. capaz de se comunicar em ingls. Benefcios Planos de sade, odontolgico e seguro de vida Vale refeio Assistncia de transporte 30 dias de frias Chance de receber aes do (COMPANY NAME) Parceria de estacionamento - estacionamento com desconto em nosso escritrio Estacionamento gratuito para bicicletas com chuveiros disponveis NuCare - Nosso programa de assistncia sade mental e bem-estar NuLanguage - Nosso programa de aprendizagem de lnguas Gympass Licena maternidade e paternidade extendidas Auxlio-creche 'Espao Feijo' - Espaos privados de enfermagem e amamentao em nossos prdios Centro de sade no local - Suporte mdico para cada Nubanker em nosso escritrio Entrevistas e onboarding atualmente so feitos virtualmente devido ao COVID-19. Todos os novos membros da equipe e nossa equipe atual continuaro trabalhando em casa at que seja seguro retornar aos nossos escritrios. Quando chegar a hora, exigiremos uma cadncia fixa de visitas ao escritrio em que os funcionrios vo para a localizao da base de sua Unidade de Negcios (UN). Os funcionrios tero um contrato de trabalho com base nas cidades onde os escritrios da Nu esto localizados, considerando seu pas de contratao. Mais detalhes podem ser compartilhados durante o processo de contratao",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=8XwPlxvLn8CrAKZDAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP",NLP,[]
nOM7B3IX0SPy0WGqAAAAAA==,Machine Learning Engineer,Fraudio,"At Fraudio (Permanent), in Lisbon, Portugal  Expires at : 2023-12-04  Remote policy : Full remote  If you are passionate about leveraging machine learning to combat payment fraud and have the skills and experience we seek, we encourage you to apply and join our Lisbon squad focused on payment fraud detection.  Help us protect businesses and consumers from financial fraud while driving innovation in fraud detection!  As a Machine Learning Engineer at Fraudio, you will be pivotal in designing, developing, and implementing machine learning models and algorithms to detect and prevent payment fraud.  Why Fraudio?  About Us : We developed a sophisticated centralised data solution that uses AI and machine learning to fight real-time fraud via a straightforward, plug-and-play product.  Impact : Be part of the fight against financial crime, tackling intriguing and impactful tasks.  Flexibility : Work remotely in Portugal with flexible arrangements; annual in-person company events for a change of scenery.  Learning : Collaborate with industry experts and enjoy professional growth opportunities.  Rewards : Competitive compensation, 5 weeks of paid leave per year, and Employee Share Option Plan.  Diversity : Fraudio welcomes all backgrounds and champions inclusivity.  Team : We're a diverse, transparent, and honest bunch - ask us anything! We prioritise fun and enjoy virtual team events and other social gatherings catering to various interests and hobbies.  If you want to know what it's like to work at Fraudio, listen to this podcast with COO and Co-Founder Nathan on Fraudio's culture and approach to remote work.  Location : • Remote-first with the option for in-person collaboration in Lisbon. • Applicants from anywhere living and working in Portugal. • EU nationals willing to relocate to Portugal or Brazilians ready to make the move (visa sponsorship provided). • Please note, that if your situation doesn't fit the above, we won't be able to consider your application.  Your Missions, Should You Accept :  Algorithm Development : Develop and implement machine learning models and algorithms for payment fraud detection, including supervised and unsupervised learning techniques.  Automation : Collaborate on the automation of machine learning model training and deployment.  Feature Engineering : Identify and engineer relevant features to improve model performance and accuracy in detecting fraudulent transactions.  Model Training and Evaluation : Train, fine-tune, and evaluate machine learning models using appropriate metrics, ensuring high accuracy and low false positive rates.  Continuous Improvement : Stay up-to-date with the latest machine learning and fraud detection techniques and advancements.  Continuously improve existing models and develop new ones to adapt to evolving fraud patterns.  Collaboration : Work closely with cross-functional teams, including data scientists, software engineers, and domain experts, to integrate machine learning solutions into our fraud detection system.  Deployment : Collaborate on deploying machine learning models into production, ensuring scalability and efficiency.  Monitoring and Maintenance : Implement tools and procedures to track model performance in real-time and promptly address any issues.  Main requirements  Technical Requirements : • You have a Master's or PhD in Computer Science, Data Science, Machine Learning, or a related field. • You have 5+ years of proven experience as an ML Engineer or Data Scientist, with a focus on fraud detection or related fields. • You love coding in Python and / or Scala and are proficient in machine learning libraries like TensorFlow, PyTorch, or sci-kit-learn. • You have experience with data preprocessing, feature engineering, and model evaluation. • You understand statistical and machine learning techniques, including supervised and unsupervised learning.  Business Orientation : • You are detail-oriented but can also quickly shift priorities if required. • You have solid presentation skills and can communicate to a wide variety of audiences. • You enjoy working collaboratively in a cross-functional & distributed team environment.  Nice to have • You are familiar with big data technologies (e.g., Spark, Hadoop) is a plus. • You have experience with containers and container orchestration, e.g. with Docker, Kubernetes, and Kubeflow is a plus.  Benefits & Perks • You'll be an early member of a growing startup, rubbing shoulders with top-tier data professionals, a strong founding team, and visionary VCs; • You'll contribute to the ﬁght against financial crime by working on interesting and challenging tasks; • You will be working fully remotely and have ﬂexible working arrangements; • We love meeting in person, too! Join us at company events - we all meet in person at least once a year; • Enjoy 5 weeks of paid leave per year;  You'll have the chance to participate in our Employee Share Option Plan (ESOP).  Come join us, and let's redefine fintech together",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=nOM7B3IX0SPy0WGqAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Docker, Scala, Spark, PyTorch, Python, TensorFlow, Hadoop, Kubernetes",[]
Gmd3EjzrGpKbQjkGAAAAAA==,Machine Learning Engineer,Telnyx,"The Role  As a Machine Learning Engineer - Conversational AI, you will play a crucial role in the development and deployment of our Conversational AI applications. Your primary responsibility will be to integrate open source AI tools and technologies to create engaging, natural, and efficient interactions between our AI systems and human users, leveraging features such as speech-to-text and text-to-speech.  Responsibilities • Collaborate with cross-functional teams to design and develop Conversational AI applications that meet user needs and expectations. • Integrate open source AI tools and libraries to build scalable and efficient Conversational AI systems. • Develop and maintain speech-to-text and text-to-speech functionality for a seamless user experience. • Utilize Ray Distributed Computing to optimize AI model training and deployment. • Implement Python software development best practices to ensure the reliability and performance of AI systems. • Continuously research and stay up-to-date with the latest AI advancements and incorporate them into the projects. • Troubleshoot and resolve technical issues related to AI tools and systems. • Participate in code reviews and contribute to the improvement of code quality and standards. • Collaborate with AI researchers and data scientists to refine and enhance AI models. • Document technical specifications, processes, and project updates.  Qualifications • A degree in Computer Science, Machine Learning, or a related field • Experience with Ray Distributed Computing, including expertise in Ray Core, Ray Serve, and Ray Train. • Strong proficiency in Python software development. • General experience with AI tools and technologies, especially in developing Conversational AI applications. • Familiarity with open source AI libraries and frameworks. • Solid understanding of machine learning concepts and techniques. • Strong problem-solving skills and the ability to work independently and as part of a team. • Excellent communication skills and the ability to collaborate effectively with cross-functional teams. • Strong commitment to staying updated with emerging AI trends and technologies. • Familiarity with programming in Elixir, C/C++ or Go are a plus.  #LI-REMOTE  #LI-KG1",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=Gmd3EjzrGpKbQjkGAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Distributed, C, Python, Go",[]
L_CeDAc65wZ4OpsuAAAAAA==,Machine Learning Engineer,Sinch,"Sinch is a global leader in the growing market for Communication Platforms as a Service (CPaaS) and mobile customer engagement. We are specialists in allowing businesses to reach everyone on the planet, in seconds or less, through mobile messaging, email, voice, and video.  With presence in more than 50 countries, whether you know us or not, you've definitely used our tech. We reach every phone on earth, with over 147 billion conversations every year.  Sinch's core values are Make it Happen, Dream Big, Keep it Simple and Win Together. These values describe how our global organization works and inspire every of our more than 3,000 employees across 55 different countries.  We are seeking a talented Senior Machine Learning Engineer to join our Global Anti-Fraud team. As a Senior Machine Learning Engineer, you will work closely with the stakeholders from the problem definition and solution design to development and deployment of cutting-edge machine learning models. You will be responsible for building robust and scalable systems that can process large datasets, perform advanced analytics, and provide valuable insights to internal teams and clients.  Responsibilities • Develop, train, test, and deploy machine learning models for various applications, including text classification and anomaly detection • Collaborate with stakeholders from different teams to identify new opportunities for applying machine learning techniques to solve business problems • Implement and optimize machine learning algorithms using Python, Tensorflow, PyTorch, or other relevant technologies • Design and develop data pipelines to preprocess, transform, and clean large datasets for machine learning models • Develop and deploy machine learning models in a cloud environment (e.g. AWS) • Monitor and maintain the performance of machine learning models, and provide timely updates to stakeholders • Stay up-to-date with the latest trends and advances in machine learning, data science, and software engineering • Guiding people with less technical experience • Excellent communication for interpersonal relationships with different teams and hierarchical levels  Requirements • Bachelor's or Master's degree in Computer Science, Electrical Engineering, Statistics, Computational Mathematics or related field • Minimum of 5 years of experience in developing machine learning models* Strong programming skills in Python and experience with relevant libraries such as Pandas, NumPy, and Scikit-learn • Experience with deep learning frameworks such as Tensorflow, Keras, or PyTorch* Experience with cloud computing platforms (preferably AWS • Strong problem-solving skills and ability to work independently or in a team • English (Advanced or fluent)  Nice-to-have: • Knowledge in relational and NoSQL databases (e.g., Postgres, MySQL, Redis, MongoDB, ELS etc.) • Experience with Text Classification and/or Anomaly Detection models • Knowledge in container technologies (Docker and Kubernetes) • Data pipeline orchestration tools (e.g. Airflow, Luigi, Dagster)  Benefits  Sinch is a global company composed of people from different countries and cultures. Our benefits adjust regionally to support employees and help them to thrive in every stage of life. We offer valuable benefits and resources, including health and life insurance, a flexible work environment, retirement savings plans, and more.  Our Hiring Process  In Sinch, we are committed to following a recruitment process that is fair, objective, consistent, and non-discriminatory. Our Talent Acquisition team, together with hiring managers and the rest of the interviewing team, persistently work towards identifying the candidates that best fit each open job, based on Sinch' s hiring needs and candidates' career expectations. We encourage applications from strong candidates with relevant professional backgrounds for this role. Not all applicants will meet all job requirements exactly! Even if you do not meet all job requirements, don't let that stop you from considering Sinch for the next step in your career. We are always open to candidates that could bring new ideas and perspectives to Sinch",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=L_CeDAc65wZ4OpsuAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,Remote,"PyTorch, Text, NoSQL, Postgres, Keras, AWS, NumPy, Luigi, Keep, Tensorflow, English, Redis, Big, Kubernetes, Pandas, Docker, Scikit-learn, These, MongoDB, Python, MySQL, Airflow",['5']
r0pUsYB-PE4QCxsIAAAAAA==,Machine Learning Engineer,Fusemachines,"About Fusemachines  Fusemachines is a leading AI strategy, talent, and education services provider. Founded by Sameer Maskey Ph.D., Adjunct Associate Professor at Columbia University, Fusemachines has a core mission of democratizing AI. With a presence in 4 countries (Nepal, the United States, Canada, and the Dominican Republic and more than 350+ full-time employees) Fusemachines seeks to bring its global expertise in AI to transform companies around the world.  About the role  This is remote, minimum 6 months project - subject to renewal based on performance  As a machine learning engineer and expert focused on Apple silicon, you will play a pivotal role in designing, implementing, and optimizing machine learning models and algorithms to harness the full potential of Apple's silicon such as M2 and R1. You will be implementing and applying advanced computer vision and 3D reconstruction models.  Role scope • Research, design, and develop machine learning algorithms for computer vision taking advantage of the unique capabilities of Apple silicon. • Collaborate with machine learning engineers and to optimize and fine-tune machine learning models for efficient execution on Apple silicon architecture. • Develop and maintain end-to-end pipelines for data collection, preprocessing, training, and deployment of machine learning models. • Explore and implement innovative techniques in deep learning, neural networks, and optimization to enhance the performance of computer vision and 3D reconstruction algorithms. • Stay up-to-date with the latest advancements in machine learning, computer vision, and Apple Silicon technologies, and apply this knowledge to drive continuous improvement.  Requirements for the role • Applicants should have a Masters, PhD, or advanced training in applied mathematics, engineering, computer science, or a similar related field. • 8+ years experience in Data Scientist or Machine learning. • Strong programming skills in languages such as Python, Swift, C, and C++. • Hands-on experience with ML frameworks, such as PyTorch, or Tensorflow • Experience with cloud compute environments such as AWS, GCP, Azure • Proven track record of designing and implementing machine learning algorithms for computer vision and 3D reconstruction applications. • Solid understanding of computer vision concepts, 3D geometry, and image processing techniques. • Familiar with visionOS • Extensive experience in optimizing machine learning models for specialized hardware architectures, particularly Apple silicon. • Strong problem-solving skills and attention to detail. • Excellent communication skills both written and verbal.  Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.  Powered by JazzHR",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=r0pUsYB-PE4QCxsIAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Azure, C, Tensorflow, PyTorch, AWS, Python, GCP",[]
sh6-1yiergC4tBEGAAAAAA==,Machine Learning Engineer,Rappi,"Rappi is one of the first Latin American unicorns and a start-up that continues to focus on growing and making life easier for our users. As a company, we seek to continue improving the services we already offer, add more to our offer and continue expanding throughout the Latin American continent.  The Company  Rappi is the fastest growing Latin American startup ever! Backed by the world's best investors, including Sequoia, Andreesen Horowitz, Y Combinator, DST Capital, and Softbank. We reached unicorn status last year and haven't slowed down. We deliver whatever our customers want on-demand to their doorstep in minutes, from restaurants to groceries to hard cash. We have also recently launched a wallet and eCommerce products which are taking off quickly to become the SuperApp of LatAm. We operate in 100+ cities across 9 countries in Latin America, with large hubs in Mexico City, Bogotá, Sao Paulo, and Buenos Aires.  Our Values  These are our Core Values, things that are truly in our DNA. The behaviors and mental habits that have made us what we are. They are what make us special as a team and what all of you guys share. Please think if you feel at home when you read them.1. Highly ambitious for the greater good, not for ourselves.2. Beautiful work makes people smile, so it's not optional.3. Talk fast, walk fast, think fast. And execute things in parallel.4. Move the needle. (Prioritize) Every challenge is a gift and an opportunity .5. We never complain, we act. We use our curiosity to fix things.6. We deliver magic, and magic only happens when you jump off a cliff.  The Team  We are the OpsTech department, responsible for developing cutting-edge technology applied to the operation. We manage the logistics of the company applying technical and business knowledge. Some of our ongoing projects are:- Courier (offer) spatial and temporal distribution.- Demand in-app guidance.- Order matching (assignment) and bundling.- Vehicle routing.- Operation simulation.- Time and routing estimations (ETA's, transportation directions).- Geographical clustering.  Please make sure you fulfill the following requirements to apply for this position. We are excited to work with you!  What will you do • Design, train, deploy and maintain supervised models using the best tool for the job • Implement ETL's and data pipelines for feature creation and model diagnostic. • Design experiments and interpret the results to draw detailed and actionable conclusions • Collaborate across teams from different disciplines such as sales, marketing, engineering and operations.  What you have • Quantitative background in statistics, computer science, physics, math or other technical field. • Experience in machine learning algorithms and libraries such as scikit-learn, xgboost, tensorflow, keras or pytorch. • Experience in coding professionally(at least one year) in a dynamically typed language Python, R, etc and/or in a static typed language Java, C#, etc • Experience working with relational databases - MySQL, Postgres, etc and proficiency in SQL • Experience with no relational databases such as Mongodb, Redis, etc. • Have strong problem-solving skills and like to work in complex problems • Have a startup mindset",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=sh6-1yiergC4tBEGAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","R, C, MySQL, SQL, These, Postgres, Beautiful, Redis, Python, Java",[]
Qq75V-6mbw4vOaQLAAAAAA==,Machine Learning Engineer,GRABS,"We are hiring a strategic Work From Home Machine Learning Engineer to join our inspiring team at BairesDev in Vitória, ES. Growing your career as a Full Time Work From Home Machine Learning Engineer is a promising opportunity to develop relevant skills. If you are strong in research, attention to detail and have the right talent for the job, then apply for the position of Work From Home Machine Learning Engineer at BairesDev today! Descrição  Local de trabalho: Vitória, ES Regime de contratação de tipo: Outros Jornada: Período Integral Área e especialização profissional: Informática, TI, Telecomunicações - Programador / Desenvolvedor Nível hierárquico: Encarregado  VALORIZADO Tempo de experiência: Entre 1 e 3 anos HABILIDADES Spark Python Data Science / Data Engineer Arquitectura de aprendizaje profundo Despliegue Reentrenamiento Desarrollo de modelos Machine Learning Extracción de características Flujos de trabajo TI/Tecnología de la información Agile Lean Ciclo de vida completo del producto Generación de etiquetas Requisitos  Escolaridade Mínima:  Ensino Superior Idiomas: Inglês (Avançado) Benefícios adicionais  Benefits of working as a Work From Home Machine Learning Engineer in Vitória, ES: Ï Learning opportunities Ï Continuous Learning Opportunities Ï Competitive salary Ï Remote Work opportunity Entre 1 e 3 anos HABILIDADES Spark Python Data Science / Data Engineer Arquitectura de aprendizaje profundo Despliegue Reentrenamiento Desarrollo de modelos Machine Learning Extracción de características Flujos de trabajo TI/Tecnología de la información Agile Lean Ciclo de vida completo del producto Generación de etiquetas Requisitos",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=Qq75V-6mbw4vOaQLAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"Vitória, ES","Python, Spark",[]
yGo685Mk_7KQAVnnAAAAAA==,Machine Learning Engineer,Talentbrand Hunting,"** Vaga de uma empresa cliente da Talentbrand**: • *DESCRIÇÃO DA VAGA**: • *1. Missão do Cargo**  Trabalhar em conjunto com a equipe de sistemas para otimizar as atividades de campo, analisar dados, gerar relatórios de insights e otimizações relacionadas a tempo e custo além de atuar diretamente com a consolidação, limpeza, categorização e manutenção das bases de dados de diversas fontes internas e externas. • *2. Principais Atividades** - Mapeamento de dados referentes a operação de campo; - Padronização de Base de dados e processos de Data Cleaning; - Comunicar-se com as áreas de Sistemas e Análise de dados para alinhamento das informações. - Colaborar no processo de automatização para visibilidade do campo. - Trabalhar em conjunto com a Equipe de sistemas para otimizar as atividades de campo. - Assegurar Rotina técnica de mapeamento de dados para obter insights sobre a estratégia de campo. - Fornecer relatório regular de insights a serem aplicados na rotina da operação. - Analisar a performance e acompanhar a otimização do sistema por meio da comparação de dados históricos. - Suporte na definição de roteiro da equipe de campo para obter otimização de tempo e custo. - Colaborar com a equipe de desenvolvimento e o campo para ajustar a estratégia de transporte e tempo de deslocamento. • *REQUISITOS DA VAGA**: • *3. Conhecimentos Técnicos** - Ensino Superior Completo em: Marketing, Comunicação, Design ou Business Intelligence - Conhecimento avançada com manuseio de bases de dados; - SQL Server - Ambiente MS Azure para ferramentas de BI - Power BI e Tableau; - Python, Unity, AWS, JavaScript - MS Office Excel Avançado. • *4. Competências Comportamentais** - Perfil analítico - Organizado - Proativo - Comunicativo - Gerenciamento de tempo - Senso de urgência • *BENEFÍCIOS DA VAGA**:  - Plano de saúde e dental; - VR ou VA; - Seguro de vida; - Day off no aniversário; - Avaliação de Performance anual; - Programa saúde e bem estar; - Regime Híbrido. • *INFORMAÇÕES ADICIONAIS**: • *Contrato**: CLT",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=yGo685Mk_7KQAVnnAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Power BI, Server, Azure, Tableau, SQL, Excel, AWS, Python, JavaScript, BI",[]
ZU5ya1_959T6oduvAAAAAA==,Machine Learning Engineer,FactSet,"About The Role :  We are looking for a Distinguished Machine Learning Engineer to join our AI team whose mission is to make FactSet an ML-powered product.  As a Distinguished Machine Learning Engineer, you will work on incorporating Large Language Models (LLMs), embeddings, and other AI technologies into FactSet products in a high-quality way.  You’ll be exploring the boundaries of what’s possible with ML technology and finding innovative ways to apply new industry learnings to FactSet’s offering.  What You'll Achieve : • Work with the team to prototype and experiment with AI model quality improvements, either by fine tuning, prompt engineering, or building new models when needed. • Help more junior team members become productive building LLM-based products. • Productionize and launch new AI technology integrations into FactSet’s products. • Collaborate with cross-functional teams to deliver product features on time. • Stay up to date with the latest AI technologies and trends.  Skills You'll Need to Bring :  Domain Expert : Teacher, and Learner : You have experience building AI products using LLMs, embeddings or other ML natural language technologies.  6+ years of experience in one or more of the following areas : machine learning, recommendation or ranking systems, natural language understanding / generation or artificial intelligence.  You’re excited about bringing your pre-existing knowledge to the team, but you balance that with perpetual curiosity and understanding that there is always more to learn.  Holistic Problem Solver : You approach problems holistically, starting with a clear and accurate understanding of the context.  You think critically about the implications of what you're building and how it will impact real people's lives. You can navigate ambiguity flawlessly, decompose complex problems into clean solutions, while also balancing the business impact of what you’re building.  Communicate with Care : You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time.  In disagreements, you engage thoughtfully with other perspectives and compromise when needed. You enjoy collaborating with both fellow engineers and cross-functional partners.  You are a lifelong learner and invest in both your own growth and the growth, learning, and development of your teammates.  Impact Driven : You care about business impact and prioritize projects accordingly. You understand the balance between craft, speed, and the bottom line.  You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact good and bad.  Work isn't a solo endeavor for you, and you enjoy collaborating cross-functionally to accomplish shared goals.  Technical Skills : • Ideally, you possess a Master's Degree in Computer Science, Computer Engineering, or relevant field with a focus on machine learning. • Familiar with the state-of-the-art deep learning and natural language processing research. • Extremely proficient in developing end-to-end NLP models using Python and NLP libraries like Weights and Biases, ONNX Runtime and HuggingFace. • Familiar with PyTorch. • Must have experiences training and / or fine-turning Large Language Models using PEFT. • Experience optimizing and deploying LLMs to production is a big plus. • Experience in RLHF is a big plus. • An excellent communicator with strong organizational, problem-solving, debugging, and analytical skills  We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers.  If you’re excited about a role but your past experience doesn’t align perfectly with every bullet point listed in the job description, we still encourage you to apply.  If you’re a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.  The budgeted salary range for this position in the states of California, Connecticut and New York is $250,000.00 - $300,000.00.  At FactSet, we celebrate diversity of thought, experience, and perspective. We are committed to disrupting bias and a transparent hiring process.  All qualified applicants will be considered for employment regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status.  FactSet participates in E-Verify  FactSet is an Equal Opportunity Employer M / F / Veteran / Disability / Sexual Orientation / Gender Identity",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=ZU5ya1_959T6oduvAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","NLP, PyTorch, Python",['6']
Fj8yj-B389R1gkB5AAAAAA==,Machine Learning Engineer,Turing,"This a Full Remote job, the offer is available from: South America, Brazil, Colombia, Argentina, Mexico  ""  An NYSE-listed multi-billion dollar company that has been active in the pharmacy industry for over a century is looking for a Junior Machine Learning Engineer. The engineer will be working closely with the product owner, management team, and development team. The US-based company is the world's largest and most diverse healthcare provider. This is a nice opportunity for developers who wish to quickly move up the ladder while working on challenging problems.  Job Responsibilities: • Understand the importance of shipping on-time and meet deadlines • Help form and maintain engineering standards, tooling, and processes • Patiently dive deep to analyze complex challenges and come up with innovative solutions • Take product ownership and push features over the line  Job Requirements: • Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience) • At least 3 years of relevant experience as a Machine Learning Engineer • Prolific experience working with Python and Deep Learning • Extensive experience working with Machine Learning • Ability to navigate through deadlines and work under pressure • Excellent problem-solving and multitasking skills  ""This offer from ""Turing"" has been enriched by Jobgether and got a 81.5% flex score",https://www.google.com/search?q=Machine+Learning+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=Fj8yj-B389R1gkB5AAAAAA%3D%3D&fpstate=tldetail,2023-11-03,Remote,Python,['3']
wsiqiTN-nkMRZyHyAAAAAA==,Data Engineer,AgileEngine,"What you will do • Build data pipelines using NiFi (ETL flows) to connect different sources of data together; • Build data reports and optimize SQL queries; • Produce high-quality code; • Identify performance bottlenecks; • Communicate with Engineering & Product management; • Align with existing development teams.  Must haves • 3+ years of experience in software development; • BS in Computer Science or equivalent practical experience; • Strong analytical SQL knowledge; • Practical experience building Data Warehouse(s) with Snowflake or other DW-oriented databases (Google BigQuery, Redshift, etc.); • Practical experience building ETL/ELT data pipelines from scratch or using existing tools like Apache NiFi; • Practical experience with Python; • Amazon RDS experience; • Working knowledge of Docker.  The benefits of joining us • Professional growth  Accelerate your professional journey with mentorship, TechTalks, and personalized growth roadmaps. • Competitive compensation  We match your ever-growing skills, talent, and contributions with competitive USD-based compensation and budgets for education, fitness, and team activities. • A selection of exciting projects  Join projects with modern solutions development and top-tier clients that include Fortune 500 enterprises and leading product brands. • Flextime  Tailor your schedule for an optimal work-life balance, by having the options of working from home and going to the office – whatever makes you the happiest and most productive",https://www.google.com/search?q=Data+Engineer+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=wsiqiTN-nkMRZyHyAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,Remote,"Docker, NiFi, SQL, BigQuery, Apache, Redshift, Snowflake, Python",['3']
